smiles,base_material,dielectric_constant,tg_celsius,density_g_cm3,thickness_nm,applied_voltage,temp_c,sim_capacitance_F,sim_status
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.202220960754696,74.13973021145044,1.3739576639829767,2166.1673240237733,113.58266029290613,100,137.513060948182,Success
NCCCCCCC,PE,2.175081075077842,-122.31340964710768,0.881024320830965,4044.465046343381,180.91048436892885,100,0.0,Failed
ClCC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.597040556538819,98.41850844455084,1.0477556811367537,606.9602650794536,300.5238528257527,200,385.602400530998,Success
CCCC(c1ccccc1)CC(c1ccccc1)CC,Polystyrene,2.4002598534167623,100.12411801375268,1.0569748971095494,1301.2380194632233,244.64353308622697,200,0.0,Failed
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.9427834004433446,143.85527920417266,1.1970959905847025,1605.7127451962294,125.40313626754136,25,0.0,Failed
CCCC(F)(F)CC(F)(F)C,PVDF,11.90908815350411,-31.17253463293177,1.7382551904602646,2191.532213779136,120.25792910642056,200,0.0,Failed
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.989159243515773,104.72276551031072,1.1684253572717784,2444.202640978633,497.3817785485447,100,114.783022188988,Success
COC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.319998222637022,76.384609883485,1.4027760288440008,1415.972698126643,442.0187624312036,300,0.0,Failed
c1ccccc1CC(F)(F)CC(F)(F)Cl,PVDF,11.97967678057125,-39.25225314059696,1.7753922260584776,3207.559644310404,301.7406027583484,200,336.88046694745304,Success
CCC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.22354069200968,74.71099321716453,1.3852833960696471,729.477547548144,34.965926352783306,25,0.0,Failed
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,3.0871414214467428,100.07320407489377,1.2023633418518829,3510.808928258363,406.3821677701751,300,83.79034907028971,Success
ClCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.5771372157658794,97.79903027744524,1.0900934663672244,2056.4695196673283,160.62569871233876,200,117.583405946693,Success
CCCCCCC(=O)NCl,Nylon-6,3.5674565468314885,46.99881742053823,1.1558236255431429,1260.017250399345,340.27057627715936,100,257.505013414861,Success
CCCCCCCCl,PE,2.2869593888824817,-122.69995447986076,0.9203799826320757,1547.9378136120006,294.352864571452,100,0.0,Failed
CCCCC(F)(F)CC(F)(F)Cl,PVDF,11.991796491166236,-31.103226963027154,1.7524150694894929,1145.864137535118,495.2460663753839,100,0.0,Failed
CC(=O)C(F)(F)C(F)(F)C#N,PTFE,2.13685731686916,116.85857468079566,2.15616669391294,991.5421892679722,146.25830897367334,25,0.0,Failed
ClCCCCCC(=O)NCCC,Nylon-6,3.555150474142306,47.22092885897652,1.1168743971473485,4746.397718956065,264.27769138529584,200,0.0,Failed
c1ccccc1CCCCCC(=O)NC(F)(F)F,Nylon-6,3.4379887476337507,45.64783778407714,1.115905652276004,4826.278585436393,237.4855406062857,25,0.0,Failed
COCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.410372092710788,102.77506320051133,1.076122329786869,3478.221100089645,305.56010237324244,25,0.0,Failed
NCC(C)CC(C)C(=O)O,PP,2.232999589753089,-8.307615549194093,0.9146979225461984,4961.395843174479,158.20768646065022,25,0.0,Failed
FC(F)(F)CC(C)CC(C)C#N,PP,2.204708480258798,-8.749365810959253,0.9408295853358049,2740.3779389972524,425.8962789905439,200,0.0,Failed
FC(F)(F)CC(Cl)CC(Cl)CC,PVC,3.541558217919336,81.73092431711784,1.3891106826724846,3190.5040746239865,189.7326229107124,300,104.41378571333401,Success
CCC(F)(F)C(F)(F)C#N,PTFE,2.199719271127774,118.23007656220663,2.2435229466433246,2599.393627959289,106.84136604928392,300,81.3008251459509,Success
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.8928991611209365,143.04277674470265,1.178321204350918,2089.79013679575,311.86132363372155,100,0.0,Failed
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.816840868449473,144.6604624341808,1.2335060914513942,2074.4032058100465,38.6333259045693,200,126.876968242127,Success
NC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.2493832029720813,74.69794763015707,1.3817626274316634,617.7361365252164,57.28923129081912,100,0.0,Failed
FC(F)(F)CCCCCC(=O)NCl,Nylon-6,3.465550143150834,47.81578154845198,1.124397749322331,2441.206762196736,91.18158933390198,300,0.0,Failed
CCC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.3520246892129117,70.80827206975759,1.397163266413078,3228.3233734133287,178.68363722900514,200,0.0,Failed
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,2.973107678508615,100.5989118940339,1.2103343318660025,4057.214209084093,482.6772598409343,100,0.0,Failed
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.809063041918776,144.31816097335073,1.15044778491242,2060.33631998649,73.9227615904138,200,0.0,Failed
NCC(F)(F)CC(F)(F)CCC,PVDF,11.936946481187078,-34.615243058364975,1.8093368583286675,3662.382091775032,175.96173773390012,200,0.0,Failed
CCCC(F)(F)CC(F)(F)OC,PVDF,11.927948057140195,-36.34715200503287,1.783752530615453,660.5628757008087,113.21364182338652,300,0.0,Failed
COCCCCCC(=O)NC(F)(F)F,Nylon-6,3.401384114873027,48.893102056701686,1.1532284144133973,1459.1781188252644,303.03284528474654,100,0.0,Failed
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOCC,PET,3.3273252204572303,72.23440380042763,1.3769583460496049,596.9724342563059,480.47479249437816,200,0.0,Failed
COCCCCCC(=O)NC#N,Nylon-6,3.4318317391163924,47.9129115647582,1.1824009850165975,4391.172616718657,247.52817597428705,300,0.0,Failed
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.5752487528057784,99.56265320207552,1.0045489493800386,2910.5371378865275,64.22029370716743,300,0.0,Failed
CCCC(C)CC(C)C#N,PP,2.194016839731277,-9.271790826772357,0.8987636852823102,1183.8100879606773,49.440570049993184,100,170.847749996765,Success
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.979339769573075,142.64266461108525,1.1702614177182884,3578.9706022801106,263.6232697558345,100,79.5732149316455,Success
CCCCCCOC,PE,2.131863882324496,-115.30401140462811,0.9279456546160788,3051.3234998767,479.0635585092883,100,0.0,Failed
c1ccccc1CC(C)CC(C)C(=O)O,PP,2.2559474542454847,-6.313414884111456,0.9207695085374352,3715.724082136057,239.90063056325027,300,59.53396370970061,Success
CCCC(F)(F)CC(F)(F)CC,PVDF,12.048627890318285,-38.53860577659577,1.825504022719768,3749.5454073359,393.24818117629457,100,290.38067723473097,Success
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.8752239846788874,149.64844996937336,1.2151608043383404,951.6394091737913,177.892753736162,100,0.0,Failed
ClC(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.336456362783641,73.30567440232379,1.33649777083719,1833.4292805745968,289.6564368483915,25,0.0,Failed
CCCC(C)CC(C)CC,PP,2.179295197488962,-11.44560086924482,0.8529962043056545,4045.2597315177154,417.3362169258388,300,53.591533169693,Success
c1ccccc1CC(C)CC(C)C(=O)O,PP,2.1876694557881065,-7.0142582000275855,0.9078104039866915,1093.7247538040165,104.39139525317748,100,183.849297214391,Success
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.359337416711913,79.46773504574477,1.3427345554010397,1874.916098736326,186.28824053425728,25,165.344111248329,Success
c1ccccc1CCCCCC(F)(F)F,PE,2.291110957314035,-124.8762657498544,0.960230753201651,4055.9858504617528,435.9908391943835,300,0.0,Failed
FC(F)(F)CCCCCC(=O)NCl,Nylon-6,3.539724421145751,43.60404648383841,1.128613720850126,3119.938147388661,295.8153135964161,300,0.0,Failed
c1ccccc1CC(F)(F)CC(F)(F)CCC,PVDF,12.032672754807182,-30.377454497921583,1.773951711570654,2546.268370304569,433.6519223475656,200,424.96950202813,Success
ClC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.2943744488984312,73.56553840267307,1.3996501508855628,1994.628132884198,163.88930702954931,300,0.0,Failed
FC(F)(F)CC(F)(F)CC(F)(F)C,PVDF,11.978034103487603,-30.3481560564231,1.818291110189988,2315.7050352871465,11.5717725715778,25,0.0,Failed
CC(F)(F)C(F)(F)CCC,PTFE,2.150171731630352,115.30991566038816,2.1695464810000167,4679.361119457572,221.74253264106528,25,46.1211123711115,Success
ClCC(Cl)CC(Cl)CCC,PVC,3.4142883942733304,77.81715785430666,1.4092798442706322,941.3197991234646,61.441361089022536,300,328.00869856158397,Success
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.8701061279476585,145.33753330491552,1.1565177242281846,3250.2036795823788,64.60879468213783,200,84.24948560210251,Success
CCCCCCCC(=O)NOC,Nylon-6,3.514077835667502,45.99998603216624,1.1538055474614488,3431.1846954327343,266.39875231067106,100,0.0,Failed
CCCC(C)CC(C)OC,PP,2.167123603557198,-13.074977209122794,0.9380639388797,2382.6064678308485,332.136448774859,200,0.0,Failed
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,2.996304025702743,102.94381956480228,1.1755806868025709,3634.931559344261,413.70544528785257,300,0.0,Failed
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.804484376865043,149.9670940196802,1.233948988423951,4292.891205368141,257.15487697666924,200,0.0,Failed
NCC(C)CC(C)C(=O)O,PP,2.290377759590901,-6.239352579081052,0.8587150637820544,1320.2333651794754,231.6011751905331,200,0.0,Failed
CCCC(Cl)CC(Cl)CCC,PVC,3.483489969147975,80.63775562816109,1.3898498524328269,3598.8256910139708,259.2707522769728,100,0.0,Failed
COC(F)(F)C(F)(F)OC,PTFE,2.151110038408384,111.45476890217272,2.2158540951519567,3416.6529952530304,249.9804306185553,300,61.702510789290706,Success
COCCCCCC(=O)O,PE,2.230009609379796,-122.62712161782292,0.9003853278091654,4289.281056814514,191.5937950663232,100,0.0,Failed
NCCCCCC(=O)NCC,Nylon-6,3.55091493375733,50.59079758131778,1.183700433052099,2747.0889025349725,140.4896695731639,25,0.0,Failed
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.395664884176977,73.90656990931986,1.388864561610365,1998.5283225021285,438.010242751332,300,0.0,Failed
CCC(F)(F)CC(F)(F)C#N,PVDF,12.021700753466918,-33.01946810148272,1.7346906001486777,3216.1535700294617,332.90719633400363,300,337.148951567874,Success
ClCCCCCC(F)(F)F,PE,2.2524967858384857,-124.3458952144531,0.9475802335880634,3034.436432822492,179.83025464186707,25,0.0,Failed
ClCC(Cl)CC(Cl)C(F)(F)F,PVC,3.4465805605090574,76.71440313576441,1.3799296491939836,2479.38248652554,312.6211812112558,300,0.0,Failed
COCC(F)(F)CC(F)(F)C,PVDF,12.07248124176997,-30.938822889348067,1.7854091073290397,1416.7428964004012,285.8306521189646,200,0.0,Failed
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.965387194878008,147.76709476145527,1.1812023963339693,2578.1524224458817,258.28724193954736,100,108.26676410833001,Success
CCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.421302570711903,99.40078750227404,1.088638708454698,3336.2134264383017,461.7336842128428,25,0.0,Failed
CCC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.213541704919332,76.06350181727251,1.3495303906339915,4119.08638192109,75.24731065664284,200,0.0,Failed
NCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4371952734557745,99.0626504216358,1.029459168304763,2215.806280560878,384.2314599342833,300,0.0,Failed
CCCCCCC(=O)NOC,Nylon-6,3.5491398779863,51.08517039292281,1.0987442355619987,4388.11438092698,292.78123409927315,200,0.0,Failed
CCCCCCCCC(=O)NCC,Nylon-6,3.484227119861774,47.419260025916415,1.0947700195302428,1763.5843693583831,433.6083687665856,25,0.0,Failed
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.825456205482435,143.94762483096565,1.156017921352756,4464.807641603566,240.1718260459324,200,61.6114666442144,Success
c1ccccc1CC(Cl)CC(Cl)C,PVC,3.44581655889468,76.2752992418917,1.4349808941411475,1809.958710513514,435.4922932771127,25,175.28759705332502,Success
CC(=O)C(F)(F)C(F)(F)Cl,PTFE,2.071325286746725,111.74960379754188,2.229333887678069,2843.530309343166,14.030347472552666,200,0.0,Failed
COCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.556685024322562,97.95380515360908,1.094884286722316,4202.616110941515,277.59942916379777,200,59.651455757678704,Success
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.913454367654512,103.3790416663839,1.153162143680521,2029.6702518766135,38.57254370948896,300,133.75355256214,Success
CC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.2552324964486896,75.63851874880586,1.3349917394157746,1315.456342998238,276.69558502951344,25,0.0,Failed
CCCC(F)(F)CC(F)(F)C(F)(F)F,PVDF,11.90676643529551,-31.01079504864343,1.7536080878640985,2738.397030659034,431.6871755623497,25,0.0,Failed
ClC(F)(F)C(F)(F)C#N,PTFE,2.0749650354461364,119.85004134341506,2.2475214944146256,3665.2136731735714,243.8736161613317,200,0.0,Failed
NC(F)(F)C(F)(F)C,PTFE,2.19863381390598,113.86593535144108,2.1997117453545085,1388.7891554236285,345.3985417535837,300,0.0,Failed
CCCCCCCC(=O)NCCC,Nylon-6,3.5308304321513067,48.35334135013994,1.133974482997288,2853.508211319915,271.40233971619534,200,115.880831621151,Success
FC(F)(F)CCCCCC,PE,2.220783650782049,-124.930480318312,0.9671661413569542,2284.8417875916743,303.24539090809446,25,0.0,Failed
COCC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,2.9742986342004984,100.01191061256496,1.1876303046922043,4621.344526218516,84.13670983837368,200,62.462846294688006,Success
ClCCCCCCC,PE,2.24101117919128,-122.95083910575416,0.965558595893324,4207.363084310999,273.7789111544203,200,0.0,Failed
CCCCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.490123939169289,99.1704512187979,1.0938277100501252,2490.308413018769,41.78371167357791,100,94.99831795766721,Success
CCCCCCCl,PE,2.1466212080312386,-118.74399842547616,0.8751246562123542,4370.852935912235,448.5406545265422,300,49.1596153553133,Success
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.286139539266289,74.35856981846554,1.3942316048702237,4321.673228414594,279.1757516951352,200,0.0,Failed
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.35678525238314,72.0003865924001,1.3959131023186453,2117.2962953688475,142.3860341102791,25,0.0,Failed
CCCCCCCCCC,PE,2.272979060516018,-119.03407546488648,0.9038177582492422,3060.0175806293505,154.1921051196933,200,71.9199256081416,Success
CC(=O)CC(C)CC(C)C(=O)O,PP,2.215230478330948,-10.915520635797202,0.9319899659740158,3193.5618635739897,28.800162300014605,200,67.493753990012,Success
ClCC(C)CC(C)C#N,PP,2.287084361931917,-6.040432882419898,0.8653711578900033,3470.556457649084,276.8626627358926,300,0.0,Failed
CC(=O)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,3.068497746811313,104.92362496062124,1.2002447699464924,3174.31679591015,380.802275108271,100,91.7148133781485,Success
CCCCCCCCC(=O)NC,Nylon-6,3.574890738694564,42.615279811836025,1.1577937978250463,2158.3705106304456,176.39212057099172,100,153.288754352345,Success
CCCCCCCC(=O)NC(F)(F)F,Nylon-6,3.5188019768782577,48.27797047193227,1.1791221092620152,3187.569391744781,18.02934450083572,300,103.873149389481,Success
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.230825216827329,79.1436892769584,1.3787686466904008,2380.975111513614,363.54351812856464,300,0.0,Failed
COC(F)(F)C(F)(F)Cl,PTFE,2.0845162491977347,113.69321388598782,2.1852884657643568,4300.216546510011,166.77006250464004,300,48.643110463549,Success
ClCCCCCCl,PE,2.2846181417350198,-124.5028467772171,0.87429984174952,4662.940822265461,167.41311567450018,300,0.0,Failed
COCCCCCC(=O)NOC,Nylon-6,3.5618712822514564,49.67415955861343,1.1735019840126613,1950.220951122916,270.4769232565867,100,0.0,Failed
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.9013907747335983,148.85211383935575,1.1796687399587007,1513.877495001072,192.82440600333055,25,0.0,Failed
CC(=O)CC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.550863910320936,104.73582951096247,1.081671220990592,1185.7573466605631,56.91461419123044,100,197.249153418129,Success
NCC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.443805442834548,96.19024866061092,1.002427779285877,2228.661326522947,79.22568443825287,300,103.63061523018901,Success
c1ccccc1CCCCCCC,PE,2.155071091637597,-115.39068213450744,0.9372419619797407,2432.4677467738893,230.67638914386995,25,84.90266034874881,Success
CCCCC(C)CC(C)CC,PP,2.2642869392342493,-8.381762926330737,0.9140375804251948,4476.405304686859,390.747727396827,200,0.0,Failed
CCCC(C)CC(C)C(F)(F)F,PP,2.1504209905787266,-13.16536732970019,0.8935355125486197,899.4364937990917,287.8144985340955,300,0.0,Failed
ClCCCCCC(=O)NOC,Nylon-6,3.5095970691057192,50.61063052883351,1.098824198334216,1981.3126214157207,151.50040626356414,25,0.0,Failed
CCCCCCCC(=O)NC#N,Nylon-6,3.482072461517123,44.082837132766365,1.1178827842112735,3079.988391633922,384.560062268676,100,0.0,Failed
c1ccccc1CC(F)(F)CC(F)(F)C,PVDF,12.035023131545348,-37.71403302586475,1.7813298480724582,3484.771110671691,188.0513216990117,100,0.0,Failed
CCCCC(Cl)CC(Cl)C(F)(F)F,PVC,3.4940605425342275,83.83495827114584,1.4058699338962544,2890.190935282029,135.27602952196648,25,0.0,Failed
FC(F)(F)CC(F)(F)CC(F)(F)OC,PVDF,11.943573576925676,-38.32560624453163,1.7585333410710675,2500.740910679171,448.75259787423136,300,0.0,Failed
ClCC(Cl)CC(Cl)C#N,PVC,3.5810467699878386,84.32980388853584,1.4458678932047817,2797.200651333061,77.57721151205786,300,119.70400185259601,Success
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.9706793254447854,147.25492174125705,1.1992469174329774,1587.0110289193597,19.395082842009398,200,172.49796167041902,Success
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.9665579365795782,100.35563533337198,1.2229962626217064,2540.0797042314653,39.47080550565681,100,0.0,Failed
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)CC,PMMA,2.968229198210104,102.4093002562945,1.1327218421779557,1572.6560711941916,263.9157319335893,100,0.0,Failed
CCC(F)(F)CC(F)(F)C,PVDF,11.998942296744268,-36.770508980932064,1.760624246124292,3628.2974865645633,328.9861337220576,200,0.0,Failed
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.980363519738693,149.5573623206758,1.2214983229388492,1980.5855363672488,58.66225756832446,100,0.0,Failed
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,3.055148848525659,102.4617201400609,1.1688305847679596,4259.107236115512,417.3305507500058,100,69.26011667213079,Success
COCC(F)(F)CC(F)(F)CCC,PVDF,11.905388667097812,-34.224559331348814,1.7795862933969866,3634.7745712618,26.93495277541953,300,295.945179359655,Success
CCCCCCCCC,PE,2.250201986588693,-122.46134891962782,0.8758905518166018,778.4633653421802,139.7533947828904,100,0.0,Failed
CC(=O)CCCCCC,PE,2.215943447317568,-123.60759777986311,0.9559839957427938,701.9351447220538,470.1288130373104,200,0.0,Failed
CC(=O)CC(Cl)CC(Cl)Cl,PVC,3.443043797932665,79.64648055907149,1.3801070308639856,3140.963143138714,110.48918013375145,200,0.0,Failed
c1ccccc1CC(C)CC(C)CCC,PP,2.1524995349951346,-13.95032374371372,0.902175196748307,2482.1546079607524,421.1431689955205,25,0.0,Failed
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.9223042079863246,143.61861628013543,1.1675820885861077,1314.569014239597,166.96748357373727,25,203.62552539587503,Success
c1ccccc1CCCCCC(=O)NC(=O)O,Nylon-6,3.4411815589511945,43.27998124728032,1.1880774812246655,4735.181948448212,227.76166368311868,25,0.0,Failed
CCCCC(C)CC(C)CC,PP,2.231778619074412,-9.219650430536742,0.8736899870642185,1804.9659938514892,204.4949403282615,100,116.136706497852,Success
CCCCC(F)(F)CC(F)(F)CC,PVDF,11.930952182717906,-32.37585517841857,1.7567405885527694,2611.5481827957524,476.7484657129253,100,0.0,Failed
CCC(F)(F)C(F)(F)CCC,PTFE,2.183227801369464,117.07998531417527,2.1768767694446485,4960.579977369087,82.32320803146949,200,0.0,Failed
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,3.049267131149027,102.88139273006664,1.1534275512130534,2044.9928459674468,256.113185839119,100,0.0,Failed
NC(F)(F)C(F)(F)C(F)(F)F,PTFE,2.095041487028048,110.00073221008276,2.241143350207341,1938.189563372596,397.4035803021259,300,0.0,Failed
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.8955573473900342,149.84196334370787,1.1656365551196892,4038.949469549927,54.29380284484188,300,69.3724061078175,Success
COCC(C)CC(C)C,PP,2.2698136282656654,-7.744445727411073,0.8808519057813492,3798.297003500488,213.82368484780184,200,0.0,Failed
CCCCC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.448456346584264,96.65913449514709,1.0544048566083866,998.0762714082214,24.004313744658024,100,0.0,Failed
CCCC(Cl)CC(Cl)C(=O)O,PVC,3.5624620466017136,77.81497360380622,1.365758312578742,1694.9870059461816,73.85518206508902,25,0.0,Failed
NCC(c1ccccc1)CC(c1ccccc1)C(=O)O,Polystyrene,2.586964927528784,99.30827463891048,1.0841661436294323,4789.724536616246,480.8430995563304,300,53.1865251652849,Success
CC(F)(F)C(F)(F)Cl,PTFE,2.1704939117833217,110.27331337915514,2.214750541947887,4154.747055285991,250.19216632399696,300,0.0,Failed
CCCCC(C)CC(C)C(F)(F)F,PP,2.1567055056837057,-9.34889386564618,0.9031150494726364,3586.469680590338,350.42656075766223,200,59.06969101231999,Success
NCCCCCCC,PE,2.2737483316926346,-121.58767846473754,0.9498014522414606,2745.967610900471,271.0841118739502,200,79.62076094795941,Success
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.952011623241093,145.88188310005614,1.206750982188947,4671.088663636392,211.2294971228825,25,0.0,Failed
CC(=O)CCCCCC(=O)NC(F)(F)F,Nylon-6,3.544401676586035,42.40789256645972,1.1824648078908797,4352.478207702978,111.56152331463,25,0.0,Failed
ClC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.255779666024696,74.11909099918849,1.3670119115038968,3031.728936701897,341.9069151785101,100,0.0,Failed
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.251571642754989,74.89256684595114,1.408945962128937,2680.2058179183805,311.094066688793,200,0.0,Failed
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.3231575937553703,71.5682358077025,1.3646173366861056,2807.756272893684,42.6341343607736,200,0.0,Failed
FC(F)(F)CC(C)CC(C)OC,PP,2.2602030456571485,-11.307428564460892,0.8513266973838656,4707.465576193622,494.42714998731554,300,47.9320169319543,Success
CC(=O)CC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.503069527501124,95.83995229163676,1.0742412237097008,884.7031194679317,106.57835252621794,25,257.327527004643,Success
CCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,3.097965846078297,105.245115880732,1.1489667707586912,1662.528105078475,234.67088889552343,100,0.0,Failed
FC(F)(F)C(F)(F)C(F)(F)OC,PTFE,2.1946620388897258,111.62035895485045,2.248232319754171,1475.427654036403,168.32321410022814,100,0.0,Failed
ClCCCCCCC,PE,2.268876240963327,-117.02070051525206,0.8757601559351066,2674.1951972837364,155.49182296472233,25,81.478035427818,Success
ClCC(C)CC(C)C(F)(F)F,PP,2.211512973302152,-10.44149712005517,0.854637385034684,4568.997625646836,37.96026458041317,200,0.0,Failed
ClCC(F)(F)CC(F)(F)C,PVDF,12.051123798477429,-38.644466208852535,1.7634326763554249,3639.458375770088,234.96453347665604,300,299.114243550227,Success
CC(=O)CCCCCC(=O)NC(F)(F)F,Nylon-6,3.554275769634493,43.488696602206886,1.148911214153283,4835.121861200074,402.9541853052677,300,0.0,Failed
COCC(c1ccccc1)CC(c1ccccc1)C(=O)O,Polystyrene,2.418096342247145,98.05581914077246,1.0643626265532178,1050.874977695581,103.43665307463532,300,210.48593542075503,Success
COCC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,2.9926500514643952,105.11396355761536,1.2298217208211994,3199.0231935952734,444.05344970394606,300,0.0,Failed
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.8164491112468646,141.8472449738969,1.215439765720897,3591.562508394744,372.4589993808056,300,0.0,Failed
CCCCCCCCCl,PE,2.210113215282946,-123.16313798259056,0.958270216878031,3618.8495023887967,102.72867870161602,300,59.9006700924773,Success
CCC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,2.909526175256413,100.190792635163,1.1728387250627497,645.7542902142654,279.9976232895847,25,0.0,Failed
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.85702982565306,148.53871998726302,1.2288837179051393,3920.307756576544,209.8253720950942,300,70.1828711583847,Success
CCCCCCOC,PE,2.256003111104904,-116.93998150807084,0.9337299026226792,3772.801347852343,491.1560019286325,200,58.6870760896348,Success
FC(F)(F)CC(C)CC(C)CC,PP,2.26488795017127,-11.674622786959649,0.8854536658679208,1751.3128954941296,418.96795017163697,25,0.0,Failed
COC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.2978333378687688,70.76788385208299,1.4292674457576269,1760.370900759687,183.17447618481407,300,0.0,Failed
CCC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.3813925886071354,75.09054485315781,1.3924661507116125,2858.340586734735,151.28677593353368,100,0.0,Failed
COCC(F)(F)CC(F)(F)C(=O)O,PVDF,11.912101766567844,-37.53850183942005,1.792417580261855,1199.627486280198,318.72718059934,200,0.0,Failed
c1ccccc1CC(C)CC(C)C#N,PP,2.202816669661587,-9.157979159771292,0.8886542982356217,2369.6542616638244,89.30909151546865,25,0.0,Failed
FC(F)(F)CCCCCC(=O)NC(F)(F)F,Nylon-6,3.5099425666426107,45.05171887861472,1.118973048028785,2524.9531622863637,404.2162825831143,300,129.571932751485,Success
COC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.277161965046249,71.52540499600995,1.4163061655881986,2852.0568879858947,57.5153928117893,300,0.0,Failed
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.936009254512479,148.4749004445465,1.1986886371512764,3747.799361406205,48.31132337627766,100,75.1460719650061,Success
COCC(C)(C(=O)OC)CC(C)(C(=O)OC)Cl,PMMA,3.043324098978104,104.11395179377728,1.202860310282321,822.5679809536898,121.82381430886684,25,334.385350135594,Success
